driver,gender,years_exp,bus_unit,d_type,age,n_trip,ping_speed,distance,travel_time,n_crash,fatalities,injuries,sce_CM,sce_HB,sce_HW,sce_RS,sce_N
d16069,M,,Dedicated,OTR,58,1625,41.3588246153846,272623.033000001,341725.136000001,1,0,0,0,2,23,0,25
d17676,M,23.3,Intermodal,LOC,54,626,18.0000447284345,43118.163,122312.768,1,0,0,1,0,0,0,1
d06725,M,9.2,Intermodal,LOC,49,999,21.6075965965966,62359.205,161335.232,0,0,0,0,130,0,0,130
d01352,M,,Dedicated,REG,61,2022,36.6771315529179,173873.117,263452.475,1,0,0,0,38,0,0,38
d16676,M,,Dedicated,REG,51,1308,35.1775886850153,222967.671,315616.972,2,0,0,3,5,4,0,12
d31286,M,0,Final-mile,OTR,77,283,24.0483215547703,20703.419,42699.399,2,0,0,1,6,0,0,7
d02901,M,,Intermodal,LOC,54,2112,15.0168854166667,86369.9160000001,270351.13,0,0,0,7,16,19,0,42
d29083,M,,Intermodal,REG,64,1225,37.0216595918367,309765.317,446656.062,5,0,0,5,9,37,0,51
d01568,M,,Intermodal,LOC,65,1709,17.3587349327092,94372.972,296468.771,0,0,0,0,16,2,0,18
d09102,M,0,Dedicated,REG,65,384,25.165328125,50996.7880000001,118350.299,0,0,0,0,0,0,0,0
d21554,M,2.3,Final-mile,REG,65,794,18.3095491183879,51170.151,158244.876,3,0,0,3,21,0,0,24
d10489,M,,Intermodal,LOC,60,1630,16.2985687116564,72554.4840000001,264024.429,1,0,0,6,17,9,1,33
d05614,M,23.3,Final-mile,REG,50,1438,42.2592962447844,306100.12,390620.362,1,0,0,1,6,6,0,13
d12405,M,,Dedicated,LOC,54,1507,32.434096217651,176486.002,314940.116,0,0,0,0,4,0,0,4
d25660,M,6,Intermodal,LOC,53,436,20.5950252293578,26156.451,70038.329,0,0,0,0,0,0,0,0
d06440,M,,Intermodal,LOC,56,1362,31.9385051395007,205899.997,367042.436,2,0,0,2,6,11,0,19
d28315,M,0,Dedicated,REG,70,318,32.4011383647799,52177.137,77334.897,0,0,0,6,1,2,1,10
d11420,M,,Intermodal,LOC,63,1634,27.9595832313342,110246.312,281972.783,3,0,0,0,4,0,0,4
d09838,M,,Final-mile,REG,61,1959,29.562178662583,218926.07,339252.507,2,0,0,0,1,0,0,1
d19162,M,,Dedicated,REG,53,1351,26.3855743893412,145903.529,189104.256,3,0,0,2,0,2,0,4
d12250,M,4.1,Dedicated,LOC,56,43,20.8588837209302,1510.915,5351.133,0,0,0,0,0,0,0,0
d01046,M,24.2,Final-mile,REG,60,1842,34.3031796959826,200309.65,295554.62,0,0,0,1,1,4,0,6
d08767,M,5.9,Final-mile,REG,56,1615,32.1377535603715,140947.188,214201.767,2,0,0,2,13,6,0,21
d00817,M,,Intermodal,LOC,56,1701,16.6511857730747,76653.9519999998,254159.384,1,0,0,2,11,23,0,36
d01375,M,9,Final-mile,OTR,64,19,22.6678947368421,2395.197,5905.4,1,0,0,0,0,0,0,0
d13516,M,6.9,Dedicated,OTR,60,1245,39.6398859437751,1016140.271,299962.034,1,0,0,0,0,6,0,6
d07152,M,,Intermodal,REG,66,1291,42.2159775367932,219634.167,315570.249,0,0,0,4,3,27,1,35
d14759,M,,Intermodal,LOC,53,1488,15.3670436827957,93470.555,299527.152,0,0,0,1,3,0,0,4
d30034,M,13.7,Final-mile,OTR,55,119,37.8877058823529,11119.712,16110.13,0,0,0,0,0,0,0,0
d13288,M,,Dedicated,OTR,65,1553,41.9895563425628,264270.985,336772.712,4,0,0,6,14,5,0,25
d10377,M,0,Intermodal,REG,67,125,34.959968,33884.698,51248.633,0,0,0,0,0,0,0,0
d04199,M,9.2,Dedicated,REG,54,919,32.4184167573449,160234.424,247379.502,0,0,0,0,13,0,0,13
d28447,M,0,Dedicated,REG,52,57,31.5229298245614,10340.165,17595.566,0,0,0,0,0,0,0,0
d19763,M,12,Final-mile,OTR,67,6,20.6108333333333,428.524,994.466,0,0,0,0,0,0,0,0
d01441,M,0,Intermodal,LOC,71,371,33.0653045822102,38534.163,63338.566,1,0,0,2,3,0,0,5
d19215,M,,Intermodal,LOC,52,1715,20.5919778425656,119423.584,303234.696000001,0,0,0,1,14,13,0,28
d27476,M,,Intermodal,LOC,57,1327,26.8461552373775,170276.583,335337.353,1,0,0,8,9,9,0,26
d02073,M,11.8,Dedicated,REG,48,932,31.1244388412017,53157.395,82080.9119999999,0,0,0,0,0,0,0,0
d02018,M,1.8,Final-mile,REG,49,346,34.6253005780347,76096.111,106748.063,0,0,0,1,3,0,0,4
d28781,M,1.6,Dedicated,LOC,63,1880,24.803485106383,61259.5540000002,139306.065,2,0,0,0,2,0,0,2
d16106,M,5.4,Final-mile,REG,65,1389,37.8002138228942,205056.783,287102.025,2,0,0,0,10,4,0,14
d26926,M,,Dedicated,OTR,53,1140,55.5978780701754,287759.943999999,312545.259,1,0,0,1,3,11,0,15
d18842,M,,Dedicated,LOC,51,1192,32.5019161073826,230506.789,349729.985,2,0,0,6,7,28,0,41
d22741,M,12.8,Dedicated,LOC,52,279,30.1551684587814,37051.039,62544.096,0,0,0,0,0,0,0,0
d11661,M,7.2,Final-mile,OTR,62,47,29.8407872340426,5707.31,9139.665,0,0,0,0,0,11,0,11
d12906,M,0,Dedicated,OTR,58,206,33.2037815533981,39279.809,62416.267,5,0,0,8,59,0,0,67
d13679,M,,Intermodal,REG,60,144,31.6978888888889,25639.91,40851.859,0,0,0,0,0,0,0,0
d23107,M,19.3,Dedicated,LOC,59,1107,37.9175347786811,211764.338,272333.43,0,0,0,1,4,6,0,11
d07360,M,,Final-mile,REG,58,1863,32.6399865807837,298440.521000001,422824.837,0,0,0,12,11,47,0,70
d08667,M,,Intermodal,LOC,68,1318,20.7104779969651,119000.119,321992.678,2,0,0,0,29,0,0,29
d22274,M,,Dedicated,REG,49,1161,34.5199035314384,272100.937,437879.838,2,0,0,3,10,33,0,46
d27782,M,0,Dedicated,OTR,50,1318,25.3114468892261,165146.007,359075.569,4,0,0,3,3,0,0,6
d28111,M,6.1,Final-mile,REG,53,1178,38.5246256366723,158206.041,217909.166,3,0,0,0,42,0,0,42
d15917,M,13.6,Dedicated,LOC,49,251,19.1720398406375,13280.005,39429.968,0,0,0,0,0,0,0,0
d30729,M,14.8,Dedicated,LOC,50,364,24.4756950549451,50512.926,101463.863,1,0,0,0,0,0,0,0
d30898,M,,Dedicated,REG,58,1353,34.1036097560976,241920.61,338196.97,2,0,0,0,14,21,0,35
d21457,M,0,Final-mile,OTR,56,440,31.161175,60666.881,101366.867,1,0,0,0,4,5,0,9
d12934,M,0,Intermodal,LOC,67,227,26.2867621145374,19741.045,48982.394,0,0,0,0,0,0,0,0
d24693,M,,Dedicated,LOC,47,2437,27.5813360689372,129795.396,294581.078,2,0,0,0,4,0,0,4
d14676,M,,Intermodal,LOC,59,1696,21.2566603773585,99076.652,260466.066,0,0,0,4,35,6,0,45
d28251,M,6,Dedicated,LOC,70,876,34.3690194063927,140329.06,215796.363,5,0,0,3,1,0,0,4
d08892,M,,Intermodal,LOC,63,1799,24.9236870483602,106611.564,238185.56,2,0,0,1,0,1,0,2
d24864,M,,Dedicated,LOC,67,857,13.5758774795799,37850.7960000001,235702.937,0,0,0,3,9,0,0,12
d24942,M,,Intermodal,LOC,56,1588,18.6397518891688,57862.5509999999,160489.683,0,0,0,2,5,1,0,8
d13115,M,,Intermodal,LOC,60,771,25.1759468223087,67705.6119999999,152271.373,1,0,0,2,18,3,0,23
d24375,M,,Dedicated,REG,60,1443,38.4355155925156,312965.359,437416.776000001,4,0,0,1,4,17,0,22
d01210,M,,Intermodal,REG,62,1145,32.7936497816594,279527.366,451963.009,1,0,0,0,2,12,0,14
d28000,M,,Dedicated,REG,60,1434,38.5789121338912,280094.076,374951.068,1,0,0,1,10,22,0,33
d00321,M,,Intermodal,REG,64,1650,30.4331103030303,228952.23,392118.851,0,0,0,1,10,61,0,72
d14309,M,5,Final-mile,OTR,60,30,19.2907333333333,1485.938,4923.333,0,0,0,0,0,0,0,0
d20406,M,0,Final-mile,OTR,63,1563,40.0999219449776,313587.814000001,413888.038,1,0,0,2,4,2,0,8
d17628,M,0,Intermodal,REG,72,444,33.5132792792793,82733.379,132291.266,0,0,0,0,4,0,0,4
d04695,M,,Intermodal,LOC,55,1921,26.1125304528891,110622.975,233637.787,1,0,0,0,3,12,0,15
d05594,M,0,Final-mile,REG,57,1314,33.6587184170472,159570.672,223559.038,0,0,0,5,1,8,0,14
d19493,M,0,Final-mile,REG,70,1340,37.5626917910448,178138.997,233522.887,1,0,0,26,8,143,0,177
d14709,M,0,Intermodal,LOC,63,286,21.2313601398601,25602.419,62845.261,0,0,0,0,0,0,0,0
d16022,M,2.4,Intermodal,REG,57,1193,34.1853679798827,160056.598,274643.559,1,0,0,2,12,0,0,14
d15792,M,,Intermodal,REG,69,1176,33.9072823129252,231342.606,367337.005,2,0,0,0,6,1,0,7
d22525,M,,Intermodal,LOC,56,981,10.3130101936799,20450.938,88286.273,0,0,0,0,1,1,0,2
d04521,M,0,Intermodal,LOC,62,328,28.9794481707317,58201.316,104598.296,0,0,0,0,0,0,0,0
d03875,M,,Intermodal,REG,51,1526,32.3502830930537,300731.934,472992.437,2,0,0,2,5,0,0,7
d16961,M,,Intermodal,LOC,60,1765,12.4431331444759,50403.23,280887.506,1,0,0,4,9,0,0,13
d00371,M,,Intermodal,LOC,53,1068,22.2253632958802,97443.5179999999,248229.416,0,0,0,1,2,0,0,3
d16235,M,2.3,Dedicated,OTR,61,1622,40.8360684340321,280232.48,359191.239,2,0,0,1,4,6,2,13
d08721,M,,Intermodal,LOC,58,1802,16.8795704772475,75051.2760000001,251948.039,0,0,0,2,4,2,0,8
d01847,M,0,Intermodal,REG,72,226,35.405092920354,81565.103,119314.629,0,0,0,0,0,0,0,0
d05529,M,0,Dedicated,LOC,47,140,26.1282642857143,18238.477,39824.3,0,0,0,0,0,0,0,0
d09468,M,,Dedicated,LOC,57,2674,25.6157819745699,181208.698,369668.923,8,0,0,0,10,5,0,15
d16968,M,14.1,Intermodal,REG,63,1365,35.1415208791209,340475.159,498943.681,1,0,0,6,6,19,0,31
d21497,M,0,Intermodal,LOC,67,62,18.0693548387097,4002.33,12293.301,0,0,0,0,0,0,0,0
d27537,M,,Dedicated,LOC,56,1345,48.7815776951673,347854.431,399564.489,4,0,0,1,8,4,0,13
d10941,M,,Intermodal,LOC,59,1908,15.5588522012579,77652.793,295056.021,2,0,0,9,9,0,0,18
d04576,M,0,Final-mile,OTR,52,453,31.7703399558499,5682.688,11490.103,0,0,0,0,0,0,0,0
d11751,M,0,Final-mile,OTR,65,154,23.4821363636364,18178.863,36244.568,0,0,0,0,0,0,0,0
d08265,M,,Intermodal,LOC,53,1773,21.1005702199662,77661.8779999999,208176.946,1,0,0,2,4,3,0,9
d13766,M,0,Intermodal,LOC,51,624,33.1025448717949,96509.205,137521.833,4,0,0,7,6,4,0,17
d23788,M,0,Intermodal,LOC,63,133,16.3119172932331,3953.91,13369.733,0,0,0,0,0,0,0,0
d26471,M,6.3,Final-mile,OTR,63,782,33.0798184143223,177997.924,283054.538,2,0,0,0,8,4,0,12
d05055,M,0,Dedicated,REG,66,1161,32.6472609819121,166498.34,251524.662,0,0,0,5,6,4,0,15
d26993,M,0,Final-mile,OTR,70,347,32.956325648415,55200.115,85104.9330000001,2,0,0,6,1,38,0,45
d07306,M,,Dedicated,REG,56,2822,29.2029677533664,253830.851,396671.874,3,0,0,20,1,2,0,23
d06824,M,,Intermodal,LOC,49,2009,19.0929133897461,78997.519,234283.624,1,0,0,24,27,35,0,86
d04913,M,0,Final-mile,OTR,53,750,31.527856,142757.139,227767.939,4,0,0,9,110,7,1,127
d09015,M,,Intermodal,LOC,51,1985,18.6822040302267,134010.46,372858.533,1,0,0,0,5,0,0,5
d00487,M,,Intermodal,LOC,55,1776,25.6197719594595,163513.247,309791.589,5,0,0,2,2,1,0,5
d25576,M,0,Final-mile,REG,65,845,31.683850887574,102568.326,153437.352,0,0,0,0,0,0,0,0
d16064,M,,Final-mile,REG,55,1638,36.2548638583639,270405.5,361448.794,1,0,0,5,6,12,0,23
d09707,M,,Dedicated,LOC,59,489,12.9853333333333,24426.965,157218.767,3,0,0,0,0,0,0,0
d17838,M,0,Final-mile,OTR,53,1732,42.2143296766744,298223.311,385169.031,4,0,0,4,14,2,0,20
d27510,M,,Intermodal,REG,69,1289,39.0357199379364,327295.963,421886.968000001,1,0,0,11,5,44,0,60
d30778,M,,Intermodal,LOC,64,2036,17.427202848723,67069.4780000001,240950.438000001,0,0,0,3,80,1,5,89
d05223,M,12.4,Intermodal,LOC,62,939,33.2631001064963,92748.2120000001,119367.412,1,0,0,2,7,1,0,10
d09517,M,,Dedicated,LOC,55,1317,32.7123211845103,229320.651,405397.46,3,0,0,4,3,2,0,9
d16373,M,,Final-mile,REG,65,1228,32.3816701954397,210786.425,296677.953,0,0,0,2,8,2,0,12
d13274,M,,Intermodal,LOC,48,1446,25.4324681881051,148339.322,278124.289,3,0,0,4,15,2,0,21
d13885,M,20.1,Intermodal,LOC,49,909,37.0344092409241,152297.886,215810.199,1,0,0,0,1,1,0,2
d16009,M,,Final-mile,REG,53,2337,35.1452554557125,230844.911,338076.349,0,0,0,2,4,0,0,6
d21924,M,0,Dedicated,REG,49,1329,35.1065696012039,161409.52,274085.542,0,0,0,4,28,9,0,41
d17710,M,,Dedicated,OTR,54,1172,39.4344360068259,312190.338,431926.138,1,0,0,1,15,9,0,25
d26429,M,,Intermodal,REG,57,1277,33.2214956930305,222949.731,367930.721000001,1,0,0,10,28,35,1,74
d28465,M,,Intermodal,LOC,71,1327,19.9295410700829,57958.4769999999,169814.625,0,0,0,7,11,15,0,33
d29576,M,0,Dedicated,OTR,69,149,35.3747315436242,19700.063,28042.634,0,0,0,0,0,0,0,0
d14934,M,,Intermodal,REG,55,1911,38.0512768184197,109867.97,194686.458,4,0,0,0,0,0,0,0
d02103,M,0,Intermodal,LOC,82,159,38.5270943396226,31997.338,43262.765,0,0,0,0,3,1,0,4
d04330,M,,Intermodal,REG,65,1507,28.9170729927007,157671.75,278765.504,1,0,0,8,5,21,0,34
d11556,M,19.8,Intermodal,REG,61,197,33.0866091370558,32780.342,50776.501,0,0,0,0,0,0,0,0
d07155,M,13.3,Dedicated,REG,53,1858,49.5290064585576,122608.242,160385.987,4,0,0,0,7,22,0,29
d22512,M,0,Intermodal,REG,68,45,31.8204,9912.668,16077.171,0,0,0,0,0,0,0,0
d03632,M,,Dedicated,LOC,55,1420,49.2051471830986,339985.09,391138.122,5,0,0,0,0,0,0,0
d03618,M,,Dedicated,LOC,56,1910,21.6471214659686,113120.609,277540.264,3,0,0,5,1,0,0,6
d05994,M,,Intermodal,LOC,63,1675,20.8729450746269,79275.467,219870.679,1,0,0,3,4,10,0,17
d25428,M,,Intermodal,LOC,58,1565,21.6252562300319,136677.061,324500.249,1,0,0,17,50,20,1,88
d27426,M,,Intermodal,LOC,62,1400,19.3177192857143,104037.09,298227.465,0,0,0,2,53,0,0,55
d22582,M,2.7,Intermodal,LOC,69,1596,22.1777932330827,98536.104,226063.067,5,0,0,0,1,0,0,1
d30757,M,,Intermodal,LOC,45,1517,21.6434943968359,117078.632,291668.834,0,0,0,4,8,9,0,21
d30413,M,8.8,Dedicated,LOC,64,957,17.7092654127482,54775.877,167471.834,0,0,0,0,1,2,0,3
d18680,F,14.1,Final-mile,REG,50,1374,32.2486091703057,177100.371,265130.078,0,0,0,1,3,0,0,4
d11450,M,0,Dedicated,OTR,72,253,29.7662450592885,37423.244,57503.0040000001,2,0,0,2,10,4,0,16
d11381,M,0,Final-mile,OTR,72,245,25.7663387755102,21245.624,43817.6649999999,0,0,0,0,22,0,0,22
d21696,M,,Intermodal,LOC,61,1287,18.3639191919192,118864.159,307211.272,0,0,0,0,13,3,0,16
d29055,M,,Dedicated,REG,53,759,38.7250118577075,127057.934,185834.66,1,0,0,0,13,8,0,21
d30260,M,13.6,Intermodal,LOC,53,1866,17.5366055734191,68972.0360000001,225008.022,0,0,0,5,0,19,0,24
d03123,M,0,Final-mile,REG,47,984,30.2626981707317,110383.579,201913.866,2,0,0,13,76,40,5,134
d19403,M,0,Final-mile,REG,68,104,27.4683653846154,12376.384,25192.628,0,0,0,0,0,0,0,0
d03980,M,6.5,Dedicated,LOC,57,1725,30.3132782608696,153861.443,285907.281,2,0,0,11,25,26,2,64
d13261,M,0,Intermodal,LOC,49,225,23.7750888888889,22302.776,53120.53,0,0,0,0,0,0,0,0
d13246,M,,Intermodal,LOC,47,2299,24.3302927359722,132598.471,261352.367,2,0,0,0,4,0,0,4
d14603,M,,Intermodal,REG,63,1231,33.640804224208,247961.281,400725.674,2,0,0,2,13,0,0,15
d27606,M,,Dedicated,REG,57,679,41.2084388807069,216713.375,293213.605,3,0,0,7,27,58,2,94
d03805,M,0,Intermodal,LOC,51,1456,26.216385989011,87641.0600000001,197505.711,5,0,0,0,5,0,0,5
d15656,M,10.8,Final-mile,OTR,52,204,26.1892303921569,20052.609,40251.296,0,0,0,0,0,0,0,0
d26392,M,,Final-mile,REG,47,1461,33.6315701574264,202062.61,310077.358,0,0,0,1,4,0,0,5
d13078,M,14.1,Dedicated,REG,56,79,35.933164556962,17912.101,27493.572,0,0,0,0,0,0,0,0
d06666,M,10.3,Dedicated,OTR,56,1651,35.8351568746214,256646.701,385041.087,0,0,0,0,0,36,0,36
d10581,M,,Final-mile,REG,55,2039,32.5211471309465,253951.821,379638.173,2,0,0,0,5,0,0,5
d01412,M,0,Intermodal,REG,67,50,32.36612,11521.968,19046.931,0,0,0,0,0,0,0,0
d12274,M,,Intermodal,LOC,52,1200,26.0199425,198915.571,423588.575,2,0,0,1,6,0,0,7
d13630,M,,Intermodal,REG,65,1163,34.5709733447979,283001.675,429276.137,0,0,0,0,4,1,0,5
d18009,M,,Final-mile,REG,60,1449,35.0036142167012,212194.639,306104.027999999,3,0,0,0,9,19,0,28
d05019,M,22.8,Dedicated,REG,60,1054,41.7703425047438,150765.875,206257.181,3,0,0,4,4,4,1,13
d12677,M,6.8,Intermodal,REG,74,145,29.2517379310345,27229.317,50593.205,0,0,0,0,0,0,0,0
d17663,M,3.2,Final-mile,OTR,67,8,37.85125,599.208,861.267,0,0,0,0,0,0,0,0
d23519,M,,Intermodal,REG,50,1661,31.6331890427453,219728.225,375217.002,3,0,0,6,4,15,0,25
d30084,M,0,Final-mile,REG,58,1189,27.606417157275,121507.446,245055.42,7,0,0,5,3,3,0,11
d00561,F,,Intermodal,LOC,52,1586,17.0046406052963,74268.7930000002,253459.26,0,0,0,5,30,3,0,38
d29731,M,17.1,Intermodal,REG,75,665,34.7523939849624,128316.748,193658.01,1,0,0,1,2,0,0,3
d18357,M,,Intermodal,LOC,54,1800,23.7809944444444,110813.246,254033.689,2,0,0,5,9,25,0,39
d28258,M,,Intermodal,LOC,60,1859,16.3311414739107,62279.763,211010.142,2,0,0,0,1,1,0,2
d08360,M,,Intermodal,REG,54,1253,38.090637669593,286098.639,399265.194,2,0,0,0,14,2,0,16
d20417,M,,Final-mile,REG,61,1649,36.1791164342026,298413.169,405088.056,3,0,0,6,3,7,0,16
d24830,M,9.4,Dedicated,LOC,48,454,39.7597709251101,67017.333,93263.236,0,0,0,0,0,0,0,0
d31170,M,,Intermodal,LOC,59,1725,21.2820417391304,158111.172,377411.803,2,0,0,9,18,4,0,31
d08924,M,11.4,Intermodal,LOC,48,492,27.9525487804878,58854.661,112685.492,1,0,0,0,1,1,0,2
d01417,M,,Intermodal,LOC,50,150,15.21722,10513.124,38563.999,0,0,0,0,67,0,0,67
d03851,M,0,Intermodal,REG,71,241,35.604132780083,58443.738,87655.697,0,0,0,0,0,0,0,0
d11975,M,,Final-mile,REG,46,1375,32.8491352727273,132074.577,195525.11,1,0,0,1,2,1,0,4
d15871,M,,Intermodal,REG,75,1900,30.6746142105263,285499.266,504225.044,0,0,0,0,11,0,0,11
d11227,M,,Intermodal,LOC,56,721,21.2591581137309,81547.066,205780.136,2,0,0,7,16,9,0,32
d12184,M,18.6,Final-mile,REG,61,1189,29.6222195121951,134827.156,219575.976,2,0,0,3,10,1,0,14
d10428,M,0,Final-mile,REG,66,114,52.1744736842105,10647.393,11728.066,0,0,0,0,0,0,0,0
d15036,M,0,Intermodal,LOC,66,799,25.0147108886108,78357.19,166525.101,0,0,0,0,0,0,0,0
d25956,M,0,Final-mile,REG,46,929,38.814272335845,155174.697,217748.549,3,0,0,0,6,5,0,11
d27629,M,,Intermodal,REG,45,980,43.559906122449,318202.777,421508.966000001,2,0,0,1,0,40,0,41
d01962,M,,Final-mile,REG,54,1760,36.2644846590909,274298.059,368288.423,0,0,0,0,2,24,0,26
d04461,M,,Intermodal,LOC,50,1389,28.5470971922246,195719.881,345454.887999999,0,0,0,6,7,54,0,67
d02642,M,0,Intermodal,LOC,63,9,27.856,333.746,1514.166,0,0,0,0,0,0,0,0
d04579,M,0,Intermodal,LOC,45,66,27.9086060606061,6001.125,10817.565,0,0,0,0,0,0,0,0
d26661,M,16.9,Final-mile,OTR,54,854,30.4492131147541,90009.2489999999,137528.36,1,0,1,3,3,0,0,6
d31797,M,,Dedicated,REG,56,1765,30.9021433427762,213298.557,401112.842,1,0,0,1,33,4,0,38
d11757,M,0,Dedicated,LOC,51,379,34.5572506596306,70435.228,98828.659,0,0,0,0,14,0,0,14
d17261,M,,Intermodal,LOC,64,1426,26.3849361851332,169582.342,352431.159,2,0,0,5,14,7,0,26
d11416,M,,Dedicated,REG,63,1488,43.9370389784946,310006.022000001,388944.684,1,0,0,18,11,35,0,64
d12529,M,,Intermodal,LOC,54,1144,21.5307823426573,111346.607,273142.434,4,0,0,2,10,3,0,15
d20777,M,6.4,Final-mile,OTR,56,134,29.2920597014925,10585.575,25275.103,0,0,0,0,0,0,0,0
d26291,M,22.3,Intermodal,REG,52,1012,36.7941739130435,206171.646,307621.414,3,0,0,1,16,17,0,34
d04945,M,,Intermodal,REG,59,1153,43.7324622723331,103454.555,155097.09,0,0,0,4,3,29,0,36
d28212,M,0,Dedicated,LOC,64,131,27.3853893129771,14933.329,30577.997,0,0,0,0,0,0,0,0
d21820,M,,Intermodal,LOC,57,1639,34.2161067724222,237905.353,371456.278,3,0,0,8,10,18,0,36
d09412,M,0,Intermodal,LOC,66,737,19.9473215739484,47468.57,127931.467,0,0,0,0,1,0,0,1
d15147,M,13.6,Intermodal,LOC,50,138,19.2014347826087,14859.273,38929.525,0,0,0,0,0,0,0,0
d16802,M,8.2,Dedicated,REG,47,220,33.5135045454545,26708.218,41392.597,0,0,0,0,0,0,0,0
d22010,M,,Intermodal,LOC,70,1180,17.5166610169492,62736.8970000001,190789.133,0,0,0,0,0,1,0,1
d30040,M,,Dedicated,REG,56,1552,43.1928337628866,248557.889,324616.250999999,4,0,0,2,5,0,2,9
d09621,M,10.8,Dedicated,REG,55,296,17.1041824324324,8296.11,27672.9,0,0,0,0,0,0,0,0
d17357,M,,Dedicated,REG,56,812,44.9145849753695,200621.479,256392.491,5,0,0,2,5,23,1,31
d24000,M,,Intermodal,LOC,57,507,21.777607495069,50277.114,113842.192,0,0,0,0,11,1,0,12
d08111,M,,Intermodal,LOC,48,1717,19.3421275480489,71689.5689999999,224754.394,1,0,0,1,7,5,0,13
d24797,M,20.9,Intermodal,REG,68,966,34.3217991718427,187764.882,292469.647,3,0,0,1,10,119,0,130
d03466,M,7.2,Dedicated,REG,70,206,15.1193689320388,6513.49,20911.565,0,0,0,0,0,0,0,0
d26181,M,,Intermodal,LOC,50,1938,16.6476945304438,59466.4070000001,227374.015,1,0,0,3,1,1,0,5
d03968,M,14.3,Intermodal,REG,49,1066,41.6131932457786,319332.403,443305.113,1,0,0,11,2,1,0,14
d16283,M,,Dedicated,LOC,53,1223,35.2036434995912,237946.935,385441.971,1,0,0,0,11,0,0,11
d18688,M,,Intermodal,LOC,48,1345,19.1834468401487,151311.354,379877.395,6,0,0,3,4,3,0,10
d31823,M,9.9,Final-mile,OTR,54,599,28.0709949916528,46757.3250000001,92719.832,0,0,0,0,1,0,0,1
d14010,M,5.5,Final-mile,OTR,46,804,30.1001305970149,100520,158800.406,2,0,0,0,2,0,0,2
d16342,M,20.3,Intermodal,LOC,51,701,26.3463138373752,136315.003,277261.29,1,0,0,6,57,9,0,72
d17109,M,0,Final-mile,REG,58,1948,33.565431724846,220752.583,330057.364,1,0,0,3,7,18,0,28
d21812,M,0,Dedicated,REG,63,951,36.2722492113565,174142.419,248883.522,0,0,0,0,0,0,0,0
d26511,M,12.5,Final-mile,OTR,49,1678,31.575047079857,200344.725,275422.085,3,0,0,2,12,1,0,15
d15026,M,10.9,Dedicated,LOC,45,1044,31.0498840996169,115846.084,198774.518,2,0,0,0,19,0,0,19
d18016,M,0,Intermodal,LOC,53,991,30.103492431887,130318.216,229852.633,1,0,0,4,7,4,0,15
d25684,M,,Intermodal,REG,56,1191,34.1263115029387,300508.016,464740.291,2,0,0,1,1,4,0,6
d30220,M,,Intermodal,REG,53,1378,34.9312249637155,216425.987,335723.294,3,0,0,3,4,20,0,27
d04724,M,,Dedicated,REG,63,1344,32.6471041666667,223215.056,332396.443999999,1,0,0,1,4,17,0,22
d19334,M,0,Final-mile,OTR,65,1286,35.1045225505443,140920.939,210500.754,3,0,0,0,4,0,0,4
d30116,M,,Intermodal,REG,44,1080,29.198862962963,245242.804,384745.322000001,4,0,0,1,8,57,0,66
d29134,M,,Intermodal,LOC,61,1793,16.3388839933073,54771.53,216140.229,2,0,0,12,25,31,0,68
d04612,M,0,Dedicated,OTR,66,595,34.9454739495798,95445.4640000001,129724.609,0,0,0,0,0,0,0,0
d08292,M,,Dedicated,LOC,50,1326,33.7140135746606,244946.666,415791.963000001,2,0,0,1,31,4,0,36
d09378,M,,Intermodal,LOC,62,1174,28.2777759795571,167514.532,340188.345,2,0,0,3,41,33,0,77
d26808,F,0,Dedicated,OTR,65,748,43.3982727272727,191193.759,234463.237,0,0,0,0,0,0,0,0
d00176,M,,Intermodal,LOC,53,1642,17.3853349573691,81353.9880000001,255860.2,0,0,0,0,5,1,0,6
d20572,M,,Intermodal,REG,57,1363,34.1163859134263,307795.911000001,516936.337,1,0,0,2,14,1,0,17
d16496,M,0,Intermodal,LOC,60,1612,23.0288529776675,125567.471,292599.85,1,0,0,8,8,17,0,33
d07458,M,18.9,Intermodal,LOC,47,1503,19.2385489021956,119180.54,351683.102,2,0,0,6,3,11,0,20
d12725,M,,Intermodal,LOC,47,1510,19.4019311258278,78914.1150000001,220732.908,0,0,0,0,4,0,0,4
d19993,M,9.2,Intermodal,LOC,45,1525,25.290262295082,156209.03,354021.264,1,0,0,6,62,18,0,86
d25278,M,0,Dedicated,OTR,46,824,42.6642257281553,159037.464,207959.207,1,0,0,1,0,0,0,1
d12625,M,0,Intermodal,REG,62,749,34.6762336448598,171752.001,263070.443,2,0,0,0,24,0,0,24
d20363,M,20.6,Dedicated,REG,47,2,21.7235,190.537,546.067,0,0,0,0,0,0,0,0
d21249,M,,Dedicated,REG,55,1147,41.5118561464691,205139.347,256265.962,0,0,0,1,6,12,0,19
d24066,M,,Intermodal,REG,63,1099,35.6539690627844,236075.712,347407.843000001,2,0,0,4,5,31,0,40
d24414,M,,Intermodal,LOC,51,1670,23.0673934131737,95168.385,218092.279,4,0,0,5,8,1,0,14
d26413,M,,Final-mile,REG,52,1893,35.957206022187,280475.875,399383.529000001,2,0,0,1,12,0,0,13
d20697,M,0,Dedicated,LOC,62,1133,26.5134192409532,71072.2610000001,184777.149,2,0,0,1,10,0,0,11
d06903,M,,Intermodal,LOC,46,1531,21.8732468974526,114119.714,286660.686,2,0,0,3,10,16,0,29
