driver,gender,years_exp,bus_unit,d_type,age,n_trip,ping_speed,distance,travel_time,n_crash,fatalities,injuries,sce_CM,sce_HB,sce_HW,sce_RS,sce_N
d17721,U,0.5,Intermodal,LOC,24,56,14.7574821428571,1937.738,8028.166,0,0,0,0,0,0,0,0
d31869,U,17.1,Intermodal,LOC,55,66,12.1859393939394,1339.88,6613.331,0,0,0,0,0,0,0,0
d13843,U,8.9,Dedicated,LOC,57,44,19.8351590909091,5005.105,12773.734,0,0,0,0,0,0,0,0
d18981,U,0.3,Dedicated,LOC,30,70,29.0015857142857,3042.2,5797.269,0,0,0,0,0,0,0,0
d02785,U,0.4,Dedicated,REG,20,44,32.7261363636364,5525.903,8223.965,0,0,0,0,0,0,0,0
d17006,U,2.3,Dedicated,OTR,43,27,22.5905925925926,2925.533,8762.035,0,0,0,0,0,0,0,0
d16735,M,1.8,Dedicated,REG,47,57,34.5982807017544,11493.872,13682.034,0,0,0,0,0,0,0,0
d10332,U,1.5,Intermodal,LOC,36,79,13.912164556962,2067.984,9088.036,0,0,0,0,0,0,0,0
d13747,U,1.7,Dedicated,OTR,50,44,19.8046136363636,2576.971,7684.936,0,0,0,0,0,0,0,0
d08724,U,4.5,Intermodal,LOC,55,9,12.4463333333333,269.943,1392.766,0,0,0,0,0,0,0,0
d10430,U,1.1,Intermodal,LOC,21,53,14.3212830188679,1608.394,7285.867,0,0,0,0,0,0,0,0
d21412,U,6,Intermodal,LOC,53,58,13.2909827586207,2846.811,11895.834,0,0,0,0,0,0,0,0
d16605,U,0.8,Intermodal,REG,21,54,24.454962962963,7728.012,15536.103,0,0,0,0,0,0,0,0
d22620,U,0.2,Final-mile,REG,28,55,29.1066909090909,7415.733,11956.399,0,0,0,0,0,0,0,0
d20704,U,0.2,Final-mile,REG,29,68,34.4971764705882,11234.165,16036.696,0,0,0,0,0,0,0,0
d11355,U,2.2,Dedicated,LOC,50,26,21.9225769230769,1928.073,4342.734,0,0,0,0,0,0,0,0
d15196,U,1.2,Final-mile,REG,54,62,28.2390322580645,8581.387,15508.368,0,0,0,0,0,0,0,0
d14900,U,18.1,Dedicated,REG,69,22,38.0743181818182,1380.828,2349.731,0,0,0,0,0,0,0,0
d10016,U,0.5,Intermodal,LOC,30,51,14.9515098039216,2291.811,9303.46599999999,0,0,0,0,0,0,0,0
d22535,U,1.9,Intermodal,LOC,39,9,16.7254444444444,66.016,224.1,0,0,0,0,0,0,0,0
d02576,U,0.3,Final-mile,REG,44,33,33.5611515151515,5239.563,7839.23,0,0,0,0,0,0,0,0
d16091,M,1.5,Intermodal,REG,33,31,32.0090967741936,6761.762,10915.734,0,0,0,0,0,0,0,0
d12324,M,1.7,Final-mile,REG,49,41,30.4076341463415,5546.486,8634.399,0,0,0,0,0,0,0,0
d00010,U,1.2,Intermodal,LOC,23,64,16.155578125,2014.172,6421.899,0,0,0,0,0,0,0,0
d31627,U,2.4,Dedicated,LOC,42,19,37.2278947368421,1483.32,2244.833,0,0,0,0,0,0,0,0
d03389,U,1.5,Dedicated,LOC,49,34,28.8478529411765,4961.161,9735.869,0,0,0,0,0,0,0,0
d02715,F,5.6,Intermodal,REG,43,34,28.8196470588235,6789.624,12548.598,0,0,0,0,0,0,0,0
d26204,M,0.3,Final-mile,REG,38,57,31.7232105263158,7189.125,10501.064,0,0,0,0,0,0,0,0
d09092,M,0.9,Dedicated,REG,32,23,35.0022173913044,4066.445,5545.5,0,0,0,0,0,0,0,0
d15120,M,2.1,Final-mile,REG,39,18,30.9293333333333,2300.453,3573.034,0,0,0,0,0,0,0,0
d12155,M,4.7,Intermodal,LOC,49,39,20.5917435897436,3612.419,8936.532,0,0,0,0,0,0,0,0
d26809,U,5.2,Dedicated,LOC,40,18,32.9389444444444,3343.178,6013.933,0,0,0,0,0,0,0,0
d00054,U,0.3,Final-mile,REG,34,41,39.523243902439,8849.763,11570.134,0,0,0,0,0,0,0,0
d19967,M,0.9,Dedicated,LOC,46,66,26.7201818181818,3825.856,7926.637,0,0,0,0,0,0,0,0
d00834,U,0.3,Dedicated,LOC,33,36,36.3969722222222,1951.611,3489,0,0,0,0,0,0,0,0
d15563,M,11.6,Intermodal,LOC,52,14,32.4851428571429,604.397,1486.999,0,0,0,0,0,0,0,0
d22468,M,1.2,Final-mile,REG,48,45,29.8683777777778,6570.292,11192.2,0,0,0,0,0,0,0,0
d27246,M,5.5,Intermodal,REG,49,37,28.3484594594595,5696.945,10654.165,0,0,0,0,0,0,0,0
d28030,U,0.4,Final-mile,REG,46,52,27.8621153846154,7702.179,13565.902,0,0,0,0,0,0,0,0
d19079,M,1,Dedicated,REG,38,13,41.9893846153846,4578.673,6884.599,0,0,0,0,0,0,0,0
d21993,M,0.3,Dedicated,REG,34,30,28.6295666666667,1996.988,3712.701,0,0,0,0,0,0,0,0
d18837,M,0.8,Intermodal,REG,50,36,24.5706388888889,5644.454,11194.8,0,0,0,0,0,0,0,0
d13708,U,1.2,Final-mile,REG,34,57,31.129350877193,8214.42,12996.37,0,0,0,0,0,0,0,0
d30071,M,0.3,Final-mile,REG,28,63,34.1922222222222,9811.826,13914.736,0,0,0,0,0,0,0,0
d05884,M,5.5,Dedicated,LOC,33,29,24.4408965517241,2289.632,5383.433,0,0,0,0,0,0,0,0
d29005,M,4,Dedicated,LOC,32,42,23.7132380952381,2870.371,5573.167,0,0,0,0,0,0,0,0
d26846,U,7.4,Dedicated,REG,55,46,36.4461086956522,5876.698,8630.967,0,0,0,0,0,0,0,0
d22391,U,8.1,Dedicated,REG,54,74,41.6349189189189,1958.424,3317.136,0,0,0,0,0,0,0,0
d16985,M,3,Dedicated,LOC,45,43,22.1092790697674,2650.078,5724.134,0,0,0,0,0,0,0,0
d06522,M,0.6,Final-mile,REG,52,41,28.073,4566.687,9043.4,0,0,0,0,0,0,0,0
d12553,M,1.7,Intermodal,LOC,30,22,22.3071818181818,4119.475,9648.864,0,0,0,0,0,0,0,0
d24807,U,1.6,Dedicated,LOC,50,52,26.5248269230769,4794.649,9023.704,0,0,0,0,0,0,0,0
d26942,M,0.6,Dedicated,OTR,47,40,33.411775,4802.95,6828.533,0,0,0,0,0,0,0,0
d13431,M,0.3,Dedicated,LOC,24,35,30.7342571428571,6009.899,10017.735,0,0,0,0,0,0,0,0
d11475,M,0.2,Dedicated,REG,23,48,30.428125,6071.01,9592.099,0,0,0,0,0,0,0,0
d01827,M,0.7,Intermodal,REG,55,40,32.772,6682.033,10038.135,0,0,0,0,0,0,0,0
d12971,M,2.7,Intermodal,REG,32,35,31.5634571428571,5894.856,9974.967,0,0,0,0,0,0,0,0
d23145,M,5,Intermodal,REG,53,15,27.7548,2311.372,4016.503,0,0,0,0,0,0,0,0
d29618,M,1.8,Final-mile,REG,23,51,25.9376470588235,4203.767,8100.599,0,0,0,0,0,0,0,0
d02596,F,0.3,Final-mile,REG,37,46,35.734152173913,8047.487,12000.002,0,0,0,0,0,0,0,0
d02953,M,0.9,Intermodal,REG,48,33,28.1200909090909,4904.382,8890.07,0,0,0,0,0,0,0,0
d09010,U,2.8,Intermodal,LOC,37,46,21.0168913043478,3014.141,7709.331,0,0,0,0,0,0,0,0
d07815,M,1.8,Final-mile,REG,31,80,33.562725,8030.843,11851.299,0,0,0,0,0,0,0,0
d05725,M,0.6,Dedicated,LOC,46,42,29.2998571428571,5392.425,10568.435,0,0,0,0,0,0,0,0
d31621,M,1.1,Dedicated,LOC,29,31,32.3679032258065,3688.761,5816.7,0,0,0,0,0,0,0,0
d27607,U,0.4,Intermodal,LOC,56,15,25.3685333333333,2359.059,4987.566,0,0,0,0,0,0,0,0
d17736,U,0.8,Dedicated,REG,44,2,25.9105,211.173,417.7,0,0,0,0,0,0,0,0
d11333,U,0.3,Final-mile,REG,31,55,31.7357818181818,6808.096,10520.831,0,0,0,0,0,0,0,0
d19848,U,0.5,Final-mile,REG,51,61,37.0726885245902,7566.031,11259.237,0,0,0,0,0,0,0,0
d02615,U,2.7,Final-mile,REG,43,42,32.2309047619048,7075.28,10685.898,0,0,0,0,0,0,0,0
d13912,U,0.4,Final-mile,REG,21,51,31.5855098039216,8906.576,12977.701,0,0,0,0,0,0,0,0
d30719,U,2.9,Final-mile,REG,51,25,32.20116,4194.959,6212.069,0,0,0,0,0,0,0,0
d23692,U,1,Final-mile,REG,34,41,31.3298536585366,7477.217,12114.4,0,0,0,0,0,0,0,0
d22557,M,6.5,Final-mile,REG,35,24,36.9715833333333,4865.269,6757.599,0,0,0,0,0,0,0,0
d02892,M,7.7,Final-mile,REG,55,57,35.0772456140351,9948.63700000001,13496.535,0,0,0,0,0,0,0,0
d07210,U,5.5,Dedicated,REG,53,80,25.710225,3865.102,8652.396,0,0,0,0,0,0,0,0
d27571,U,4.9,Dedicated,REG,34,65,20.0212923076923,2692.146,6946.866,0,0,0,0,0,0,0,0
d05509,U,7.1,Final-mile,REG,46,61,33.896,8182.236,11878.004,0,0,0,0,0,0,0,0
d10989,U,1.6,Final-mile,REG,47,41,36.6603414634146,8852.39,12517.934,0,0,0,0,0,0,0,0
d14901,U,2,Final-mile,REG,47,7,24.8057142857143,340.877,660.267,0,0,0,0,0,0,0,0
d02585,U,3.1,Dedicated,REG,50,27,30.2327407407407,2036.986,3006.799,0,0,0,0,0,0,0,0
d14636,U,0.4,Dedicated,OTR,44,67,32.5603880597015,1270.418,2755.269,0,0,0,0,0,0,0,0
d17192,U,2.3,Final-mile,REG,39,51,34.3985294117647,8123.205,11494.998,0,0,0,0,0,0,0,0
d31256,U,8.8,Dedicated,REG,41,38,35.6898157894737,4947.961,7087.867,0,0,0,0,0,0,0,0
d10824,U,2.7,Final-mile,REG,35,60,32.5465833333333,7250.213,10670.165,0,0,0,0,0,0,0,0
d01764,M,2.9,Dedicated,REG,36,9,30.9898888888889,699.588,1223.266,0,0,0,0,0,0,0,0
d03484,U,1,Dedicated,REG,34,44,30.2355227272727,6362.763,8904.136,0,0,0,0,0,0,0,0
d09501,U,0.8,Dedicated,REG,46,57,29.4185087719298,5786.324,9594.099,0,0,0,0,0,0,0,0
d13568,U,11.3,Final-mile,REG,55,51,29.3784705882353,6466.289,9790.497,0,0,0,0,0,0,0,0
d06175,U,0.8,Final-mile,REG,31,49,34.5614081632653,7620.533,11102.633,0,0,0,0,0,0,0,0
d12168,U,4.3,Dedicated,OTR,39,46,32.8032173913044,6750.213,10021.199,0,0,0,0,0,0,0,0
d11538,U,1.6,Final-mile,REG,30,64,26.055046875,6834.257,11807.634,0,0,0,0,0,0,0,0
d04561,U,10.4,Dedicated,REG,59,52,25.1329423076923,5092.476,8608.934,0,0,0,0,0,0,0,0
d19170,U,0.5,Dedicated,OTR,46,39,29.7452051282051,6335.055,10078.733,0,0,0,0,0,0,0,0
d19390,U,5.4,Final-mile,REG,57,69,28.7422608695652,7592.995,12073.903,0,0,0,0,0,0,0,0
d07711,M,1.2,Final-mile,REG,50,42,28.5299761904762,4063.529,6554.098,0,0,0,0,0,0,0,0
d27323,U,0.3,Final-mile,REG,24,36,37.9174722222222,8338.127,9134.269,0,0,0,0,0,0,0,0
d00441,M,3.1,Intermodal,REG,58,14,26.5553571428571,1250.524,2752.101,0,0,0,0,0,0,0,0
d21521,M,1.1,Final-mile,REG,46,60,33.3055833333333,8593.389,12970.567,0,0,0,0,0,0,0,0
d04048,M,14.1,Final-mile,REG,54,45,32.425,6247.049,9313.299,0,0,0,0,0,0,0,0
d08912,M,4.6,Final-mile,REG,43,59,31.6982203389831,8125.258,12689.697,0,0,0,0,0,0,0,0
d17655,M,0.4,Dedicated,REG,38,53,28.1118679245283,4273.436,7176.305,0,0,0,0,0,0,0,0
d20604,M,3.9,Final-mile,REG,52,40,42.550225,9790.833,13058.668,0,0,0,0,0,0,0,0
d05124,U,1.4,Intermodal,LOC,41,13,20.4172307692308,668.563,1844.733,0,0,0,0,0,0,0,0
d13073,U,8.6,Dedicated,REG,47,36,42.2912222222222,5161.525,7069.835,0,0,0,0,0,0,0,0
d07564,U,1.6,Intermodal,LOC,47,29,16.3886551724138,1181.527,4073.634,0,0,0,0,0,0,0,0
d04348,U,3.4,Dedicated,REG,57,32,45.640625,6074.12,7839.998,0,0,0,0,0,0,0,0
d19566,U,0.5,Dedicated,OTR,38,25,45.75156,7825.528,9168.233,0,0,0,0,0,0,0,0
d23680,U,15.7,Intermodal,LOC,59,51,16.3271568627451,2183.982,7815.568,0,0,0,0,0,0,0,0
d12818,U,1.6,Intermodal,LOC,27,47,13.3050425531915,1910.073,8589.434,0,0,0,0,0,0,0,0
d23940,U,5.1,Dedicated,REG,41,43,27.8287674418605,4766.467,8174.101,0,0,0,0,0,0,0,0
d21956,U,1.4,Intermodal,LOC,41,53,13.892641509434,2092.804,9188.202,0,0,0,0,0,0,0,0
d02639,U,0.6,Intermodal,REG,59,42,22.7688095238095,5124.602,10981.702,0,0,0,0,0,0,0,0
d24241,U,0.7,Intermodal,LOC,56,35,13.376,1777.686,8590.634,0,0,0,0,0,0,0,0
d15270,U,0.9,Intermodal,LOC,21,9,12.6636666666667,79.923,445.501,0,0,0,0,0,0,0,0
d14880,U,0.9,Intermodal,LOC,22,2,15.0775,90.136,402.333,0,0,0,0,0,0,0,0
d11570,U,1.2,Dedicated,OTR,31,55,30.7714363636364,7548.335,11667.07,0,0,0,0,0,0,0,0
d00926,U,3.4,Final-mile,REG,60,64,26.09103125,8053.415,12623.267,0,0,0,0,0,0,0,0
d31728,U,16.9,Intermodal,LOC,55,46,13.6760217391304,2060.268,8541.763,0,0,0,0,0,0,0,0
d08117,U,0.4,Dedicated,LOC,24,12,19.71175,1496.009,3809.534,0,0,0,0,0,0,0,0
d27192,U,1.3,Dedicated,LOC,28,26,21.7832692307692,3685.717,10069.833,0,0,0,0,0,0,0,0
d29245,U,0.6,Dedicated,OTR,37,44,29.4644090909091,7208.824,13241.432,0,0,0,0,0,0,0,0
d18239,U,0.7,Intermodal,LOC,58,34,16.1299705882353,1602.597,6606.534,0,0,0,0,0,0,0,0
d22711,U,2.9,Dedicated,LOC,55,43,43.2124418604651,2079.636,3164.098,0,0,0,0,0,0,0,0
d21818,U,3.4,Final-mile,REG,59,38,32.6681315789474,4321.392,6317.266,0,0,0,0,0,0,0,0
d06474,U,0.6,Dedicated,REG,31,11,34.0446363636364,1315.097,1941,0,0,0,0,0,0,0,0
d16521,M,1.7,Final-mile,REG,56,34,36.4091470588235,6165.904,8560.8,0,0,0,0,0,0,0,0
d12046,M,2.1,Intermodal,REG,63,40,22.67845,3724.757,8439.434,0,0,0,0,0,0,0,0
d15587,M,0.6,Final-mile,REG,27,25,27.50456,2794.936,4205.533,0,0,0,0,0,0,0,0
d12693,U,2.2,Dedicated,REG,36,47,28.7166595744681,2314.51,4141.299,0,0,0,0,0,0,0,0
d10957,M,0.3,Final-mile,REG,25,19,37.0053157894737,3566.804,5064.498,0,0,0,0,0,0,0,0
d04086,U,0.3,Final-mile,REG,48,39,26.3086666666667,5013.225,8282.637,0,0,0,0,0,0,0,0
d05827,M,4.8,Intermodal,REG,39,2,14.7495,82.562,427.467,0,0,0,0,0,0,0,0
d19135,U,12.6,Dedicated,REG,46,40,27.6193,3039.717,5009.769,0,0,0,0,0,0,0,0
d28473,M,1.5,Intermodal,REG,28,30,34.0752,3652.515,6332.204,0,0,0,0,0,0,0,0
d24956,M,6,Intermodal,REG,47,22,23.9297727272727,3744.868,7308.868,0,0,0,0,0,0,0,0
d25810,M,1,Dedicated,REG,43,29,30.0009310344828,2761.748,4585,0,0,0,0,0,0,0,0
d15090,U,1.4,Intermodal,REG,21,17,27.8867647058824,2667.966,4706.735,0,0,0,0,0,0,0,0
d20746,U,1.9,Final-mile,REG,26,32,31.68790625,4832.032,7829.03,0,0,0,0,0,0,0,0
d23777,M,19.9,Dedicated,OTR,55,28,45.85325,7039.619,8683.267,0,0,0,0,0,0,0,0
d17936,M,2.8,Final-mile,REG,43,39,30.0733333333333,5467.294,8641.367,0,0,0,0,0,0,0,0
d28936,M,0.5,Final-mile,REG,36,23,38.333,4864.863,6923.234,0,0,0,0,0,0,0,0
d11525,M,2.1,Dedicated,REG,51,27,40.8946296296296,4225.059,5481.068,0,0,0,0,0,0,0,0
d03170,M,3.5,Dedicated,REG,30,46,31.7677391304348,3843.032,6018.167,0,0,0,0,0,0,0,0
d21017,M,7.4,Dedicated,REG,47,24,41.5004166666667,6248.912,8076.168,0,0,0,0,0,0,0,0
d04528,M,5.9,Dedicated,LOC,55,8,21.6095,379.127,761.4,0,0,0,0,0,0,0,0
d17877,M,8.7,Intermodal,REG,52,19,39.2956842105263,529.826,921.365,0,0,0,0,0,0,0,0
d09225,M,0.3,Dedicated,REG,48,34,37.2008235294118,5913.651,8024.834,0,0,0,0,0,0,0,0
d04642,M,1.1,Intermodal,REG,32,25,29.8058,5652.711,9491.8,0,0,0,0,0,0,0,0
d19309,U,0.5,Dedicated,REG,43,34,30.7520588235294,2281.934,3662.3,0,0,0,0,0,0,0,0
d27200,M,2.1,Dedicated,LOC,25,44,29.23175,903.468,2182.704,0,0,0,0,0,0,0,0
d27931,M,2.9,Intermodal,REG,57,28,29.0396428571429,3176.384,5325.699,0,0,0,0,0,0,0,0
d14539,M,2.8,Intermodal,REG,39,27,27.0032962962963,4089.48,7059.397,0,0,0,0,0,0,0,0
d08658,U,14.2,Intermodal,REG,60,31,31.7973225806452,3532.508,6010.767,0,0,0,0,0,0,0,0
d18412,U,8.5,Intermodal,LOC,50,23,22.8593913043478,1135.718,2505.033,0,0,0,0,0,0,0,0
d23918,U,5.7,Dedicated,LOC,32,27,29.0722962962963,2359.2,4131.2,0,0,0,0,0,0,0,0
d20321,M,0.9,Dedicated,LOC,51,25,40.45632,851.225,1479.069,0,0,0,0,0,0,0,0
d00544,U,1.3,Intermodal,LOC,43,17,27.563,1716.675,3265.202,0,0,0,0,0,0,0,0
d14938,U,0.4,Final-mile,REG,53,3,38.2866666666667,445.718,726.033,0,0,0,0,0,0,0,0
d02111,M,5.8,Intermodal,REG,29,16,35.3385,3088.64,4970.666,0,0,0,0,0,0,0,0
d05835,M,7.3,Dedicated,LOC,46,36,30.4063611111111,3784.016,7729.698,0,0,0,0,0,0,0,0
d16919,U,1.7,Dedicated,LOC,45,43,31.0033023255814,2387.682,4056.136,0,0,0,0,0,0,0,0
d14953,M,4.1,Intermodal,LOC,37,21,20.0882857142857,997.005,2760.433,0,0,0,0,0,0,0,0
d30323,M,10,Dedicated,LOC,39,23,26.7394782608696,2033.091,4013.935,0,0,0,0,0,0,0,0
d06687,F,0.9,Intermodal,LOC,24,20,33.79295,4640.954,7263.399,0,0,0,0,0,0,0,0
d12187,M,1,Dedicated,OTR,30,22,36.6373636363636,4483.241,6191.368,0,0,0,0,0,0,0,0
d11117,M,0.6,Dedicated,REG,25,42,32.3032857142857,5999.211,8868.204,0,0,0,0,0,0,0,0
d19875,U,2.9,Dedicated,REG,42,30,32.8331333333333,3901.106,6417.199,0,0,0,0,0,0,0,0
d22381,U,6.3,Dedicated,OTR,45,32,30.70990625,2634.457,4605.601,0,0,0,0,0,0,0,0
d17213,U,0.5,Dedicated,REG,33,21,27.6339047619048,1339.97,2125.536,0,0,0,0,0,0,0,0
d10875,U,0.4,Dedicated,REG,20,21,24.3114761904762,1373.941,2429.5,0,0,0,0,0,0,0,0
d08269,U,3.1,Intermodal,REG,53,34,37.1086764705882,4293.528,6872.099,0,0,0,0,0,0,0,0
d11783,U,1.6,Dedicated,OTR,38,31,42.2471290322581,4957.431,7142.701,0,0,0,0,0,0,0,0
d02572,U,9.1,Dedicated,REG,46,29,34.1418620689655,4302.509,6304.5,0,0,0,0,0,0,0,0
d16224,U,5.3,Dedicated,LOC,55,23,42.2615652173913,368.838,685.534,0,0,0,0,0,0,0,0
d04671,U,3.7,Final-mile,REG,49,33,29.6920606060606,4259.061,6528.068,0,0,0,0,0,0,0,0
d01871,U,0.4,Dedicated,OTR,46,35,28.5120857142857,3843.932,6472.999,0,0,0,0,0,0,0,0
d06597,U,0.2,Dedicated,REG,26,23,27.7312173913044,849.976,1762.302,0,0,0,0,0,0,0,0
d03079,U,0.5,Dedicated,REG,29,23,41.9701304347826,4048.939,5023.233,0,0,0,0,0,0,0,0
d30879,U,2.8,Dedicated,LOC,51,11,19.9621818181818,240.374,897.066,0,0,0,0,0,0,0,0
d13665,U,2.7,Final-mile,REG,51,35,39.1623142857143,7052.497,9191.701,0,0,0,0,0,0,0,0
d24919,U,1.5,Final-mile,REG,58,54,28.6756296296296,4591.129,7743.364,0,0,0,0,0,0,0,0
d11689,U,0.9,Intermodal,LOC,22,19,18.5507368421053,2363.752,6498.901,0,0,0,0,0,0,0,0
d03200,U,0.3,Final-mile,REG,20,19,32.3063157894737,2557.513,3760.566,0,0,0,0,0,0,0,0
d21005,U,0.9,Final-mile,REG,23,69,45.5101449275362,1566.523,2266.334,0,0,0,0,0,0,0,0
d23222,M,0.7,Final-mile,REG,27,37,30.8375675675676,6496.618,9694.634,0,0,0,0,0,0,0,0
d01100,M,4.7,Intermodal,REG,42,37,31.6542162162162,1694.609,2734.401,0,0,0,0,0,0,0,0
d20716,U,0.3,Final-mile,REG,37,43,32.6126046511628,6178.545,9603.165,0,0,0,0,0,0,0,0
d02043,U,4.5,Dedicated,LOC,43,23,20.3697391304348,2165.861,6142.731,0,0,0,0,0,0,0,0
d03596,U,11.2,Dedicated,REG,51,21,36.2175238095238,3077.49,4136.232,0,0,0,0,0,0,0,0
d22518,M,6.6,Final-mile,REG,38,52,32.7029038461538,6276.42,9504.735,0,0,0,0,0,0,0,0
d30306,U,6.1,Dedicated,OTR,43,3,18.929,173.071,529.833,0,0,0,0,0,0,0,0
d04873,U,1.6,Dedicated,REG,35,27,38.7008888888889,4450.809,6399.599,0,0,0,0,0,0,0,0
d18616,U,3.4,Dedicated,REG,53,14,31.8510714285714,2053.883,2660.564,0,0,0,0,0,0,0,0
d00805,U,2.8,Final-mile,REG,39,25,38.08844,5149.316,7005.099,0,0,0,0,0,0,0,0
d17131,F,2,Intermodal,REG,37,32,29.29403125,3871.723,7014.934,0,0,0,0,0,0,0,0
d04898,U,10.5,Dedicated,REG,49,30,36.7126333333333,3749.41,5254.601,0,0,0,0,0,0,0,0
d07098,U,10.1,Final-mile,REG,43,19,32.1958947368421,3408.902,4423.267,0,0,0,0,0,0,0,0
d21899,M,1,Final-mile,REG,42,31,38.9409032258065,7174.915,10284.334,0,0,0,0,0,0,0,0
d06822,M,9.4,Dedicated,REG,45,32,37.198375,3741.887,5321.001,0,0,0,0,0,0,0,0
d23556,U,10,Final-mile,REG,43,36,34.3261944444444,5413.671,7802.297,0,0,0,0,0,0,0,0
d25353,U,3.9,Dedicated,OTR,45,26,26.2555769230769,3760.062,7287.466,0,0,0,0,0,0,0,0
d31328,U,4.3,Dedicated,LOC,38,3,25.368,80.1,425.6,0,0,0,0,0,0,0,0
d25435,M,3.7,Final-mile,REG,44,38,32.2304210526316,5689.073,8367.232,0,0,0,0,0,0,0,0
d24444,U,0.3,Final-mile,REG,22,40,29.43695,6428.848,9626.132,0,0,0,0,0,0,0,0
d25006,U,0.5,Final-mile,REG,42,32,35.20659375,5179.821,7396.43,0,0,0,0,0,0,0,0
d14926,M,10,Final-mile,REG,55,29,30.0992068965517,4855.971,8170.834,0,0,0,0,0,0,0,0
d21641,U,3.8,Dedicated,OTR,53,46,29.7244130434783,5555.259,8159.266,0,0,0,0,0,0,0,0
d10431,U,2.9,Final-mile,REG,52,35,30.5469714285714,4734.792,7116.635,0,0,0,0,0,0,0,0
d08106,U,0.7,Dedicated,OTR,35,47,35.2280425531915,7859.905,10287.57,0,0,0,0,0,0,0,0
d17760,M,0.6,Intermodal,LOC,43,25,28.25148,4646.124,8515.499,0,0,0,0,0,0,0,0
d28245,M,4.3,Intermodal,LOC,52,14,28.8455714285714,2700.94,4834.1,0,0,0,0,0,0,0,0
d00630,U,0.4,Dedicated,REG,52,22,17.606,810.482,2605.832,0,0,0,0,0,0,0,0
d23567,U,1.1,Intermodal,LOC,23,40,17.8619,1163.456,4313.034,0,0,0,0,0,0,0,0
d01343,U,1.1,Intermodal,LOC,22,27,19.6115555555556,1785.966,4802.364,0,0,0,0,0,0,0,0
d13909,U,2,Final-mile,REG,49,222,30.9796621621622,19854.369,31819.733,0,0,0,0,0,0,0,0
d10361,U,0.2,Final-mile,REG,23,28,30.1046785714286,3588.437,6176.569,0,0,0,0,0,0,0,0
d10736,U,4.5,Dedicated,LOC,50,18,18.3475555555556,3225.424,8501.7,0,0,0,0,0,0,0,0
d06933,U,8.6,Dedicated,OTR,63,24,28.84925,2432.487,4501.067,0,0,0,0,0,0,0,0
d30354,U,4.4,Dedicated,LOC,55,17,18.9733529411765,1954.71,5397.5,0,0,0,0,0,0,0,0
d26719,U,2.4,Intermodal,LOC,29,40,13.51025,1948.845,7063.499,0,0,0,0,0,0,0,0
d24825,U,4.9,Intermodal,LOC,47,28,14.9606428571429,1070.525,4497.835,0,0,0,0,0,0,0,0
d13667,U,5.6,Final-mile,REG,50,36,25.9206111111111,4447.805,7962.199,0,0,0,0,0,0,0,0
d20126,U,14.7,Dedicated,OTR,36,26,20.963,2147.087,6189.334,0,0,0,0,0,0,0,0
d06298,U,1.3,Intermodal,LOC,23,29,12.5420344827586,1283.749,5339.601,0,0,0,0,0,0,0,0
d06544,U,1.6,Final-mile,REG,22,52,26.0453076923077,5759.243,10144.134,0,0,0,0,0,0,0,0
d17089,U,2.5,Intermodal,LOC,28,22,20.4191818181818,1758.523,4249.2,0,0,0,0,0,0,0,0
d24420,U,0.2,Final-mile,REG,39,30,22.3257,3196.108,5908.996,0,0,0,0,0,0,0,0
d25882,F,15.9,Intermodal,LOC,63,24,13.812625,748.823,4159.599,0,0,0,0,0,0,0,0
d21351,U,0.6,Intermodal,LOC,57,28,14.6268571428571,813.989,3702.402,0,0,0,0,0,0,0,0
d15224,U,6.2,Intermodal,LOC,47,39,18.9527435897436,1653.521,5428.202,0,0,0,0,0,0,0,0
d31634,U,1.9,Intermodal,LOC,51,12,12.53825,160.456,1160.367,0,0,0,0,0,0,0,0
d14062,U,0.6,Intermodal,REG,70,5,29.5158,537.163,870.2,0,0,0,0,0,0,0,0
d05467,M,6.3,Dedicated,REG,27,26,22.256,1676.444,4218.068,0,0,0,0,0,0,0,0
d19356,U,5.6,Final-mile,REG,56,18,31.8627222222222,2744.147,4085.599,0,0,0,0,0,0,0,0
d18885,U,6.2,Dedicated,REG,41,30,43.6699333333333,942.616,1472.201,0,0,0,0,0,0,0,0
d25658,M,2.4,Intermodal,REG,41,20,21.9849,1676.865,3527.134,0,0,0,0,0,0,0,0
d25409,M,1.3,Intermodal,REG,30,12,28.0981666666667,2116.805,4005.101,0,0,0,0,0,0,0,0
d08602,U,2.1,Final-mile,REG,26,27,33.4780740740741,2825.725,4631.165,0,0,0,0,0,0,0,0
d10826,M,13.2,Intermodal,REG,65,3,19.179,420.835,1293.534,0,0,0,0,0,0,0,0
d09008,U,4.5,Dedicated,LOC,31,28,34.7596071428571,1125.886,2085.333,0,0,0,0,0,0,0,0
d03491,U,1.6,Final-mile,REG,50,28,34.1070714285714,3173.57,4801.867,0,0,0,0,0,0,0,0
d13792,M,16.4,Intermodal,REG,49,17,28.9379411764706,3327.324,5108.301,0,0,0,0,0,0,0,0
d05501,F,1.6,Dedicated,REG,28,11,41.4423636363636,2402.783,3299.833,0,0,0,0,0,0,0,0
d26893,U,0.8,Dedicated,LOC,33,17,29.8624117647059,1156.97,1772.335,0,0,0,0,0,0,0,0
d31008,M,0.6,Final-mile,REG,44,27,31.9007037037037,4159.018,5917.165,0,0,0,0,0,0,0,0
